40707,1,/srv/photo/pkeep_orig/7/0/40707.jpg,1280,1920,,f,,515476,lots of produce which is basically free,img_0038.jpg,0,Asia/Bishkek,,f/2.8,0.0005 s  (1/2000),aperture priority (semi-auto),f,ISO 800,jpeg q=90,pattern,Canon EOS 6D Mark II,311,35.0mm  (35mm equivalent: 172mm),40.54084165,72.7963649833333,1000,f,(c) (year) Mikey Dickerson,2019-06-30 07:23:34
38929,1,/srv/photo/pkeep_orig/9/2/38929.jpg,3000,1688,,f,,2069590,a first stop at Ballarat,img_20170325_104421216.jpg,0,US/Pacific,,f/2.0,0.0005 s  (1/1961),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,461,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-25 10:44:22
38933,1,/srv/photo/pkeep_orig/3/3/38933.jpg,3000,5333,,f,,6732547,"the ""private property"" claim is dubious",img_20170325_104935448.jpg,0,US/Pacific,,f/2.0,0.0007 s  (1/1408),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,461,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-25 10:49:35
38934,1,/srv/photo/pkeep_orig/4/3/38934.jpg,3000,1688,,f,,2500962,old busted truck,img_20170325_105225083.jpg,0,US/Pacific,,f/2.0,0.0004 s  (1/2273),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,461,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-25 10:52:25
38936,1,/srv/photo/pkeep_orig/6/3/38936.jpg,3000,1688,,f,,3780442,some kind of side canyon mine camp found on the Mengel Pass route,img_20170325_121640955.jpg,0,US/Pacific,,f/2.0,0.0007 s  (1/1471),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,465,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-25 12:16:41
38944,1,/srv/photo/pkeep_orig/4/4/38944.jpg,3000,1688,,f,,3779518,we have enterd Barker Ranch,img_20170325_132914646.jpg,0,US/Pacific,,f/2.0,0.0006 s  (1/1786),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,667,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-25 13:29:14
38950,1,/srv/photo/pkeep_orig/0/5/38950.jpg,3000,1688,,f,,3063566,at the top of Mengel Pass,img_20170325_150502317_hdr.jpg,0,US/Pacific,,f/2.0,0.0009 s  (1/1087),Manual Auto bracketing,f,ISO 50,jpeg q=95,average,Motorola XT1575,465,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-25 15:05:02
38967,1,/srv/photo/pkeep_orig/7/6/38967.jpg,3000,1688,,f,,2558808,now stopping at Badwater on the way back north,img_20170326_115738587.jpg,0,US/Pacific,,f/2.0,0.0003 s  (1/3448),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,68,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-26 11:57:39
38976,1,/srv/photo/pkeep_orig/6/7/38976.jpg,3000,1688,,f,,1472830,"hard to tell the difference between this and a ""panorama""",img_20170326_162648424.jpg,0,US/Pacific,,f/2.0,0.0005 s  (1/2083),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,199,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-26 16:26:48
38980,1,/srv/photo/pkeep_orig/0/8/38980.jpg,3000,5333,,f,,4382251,and now I shall take the same picture,img_20170326_164537659.jpg,0,US/Pacific,,f/2.0,0.0004 s  (1/2273),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,199,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-26 16:45:37
38992,1,/srv/photo/pkeep_orig/2/9/38992.jpg,3000,1688,,f,,2337345,"it was extremely windy here again, which might have had something to do with the plane crash",img_20170327_143358684.jpg,0,US/Pacific,,f/2.0,0.0005 s  (1/1923),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,293,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-27 14:33:58
38993,1,/srv/photo/pkeep_orig/3/9/38993.jpg,3000,1688,,f,,2215408,for purposes of FAA crash investigation,img_20170327_143418718.jpg,0,US/Pacific,,f/2.0,0.0010 s  (1/1020),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,293,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-27 14:34:19
38996,1,/srv/photo/pkeep_orig/6/9/38996.jpg,3000,1688,,f,,2807864,"maybe someone dragged it off the landing strip?  or did they miss the runway completely?  there wasn't much evidence of either thing on the ground, probably because of the wind covering everything under sand again.",img_20170327_143918531.jpg,0,US/Pacific,,f/2.0,0.0005 s  (1/1818),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,293,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-27 14:39:18
38997,1,/srv/photo/pkeep_orig/7/9/38997.jpg,3000,1688,,f,,3477265,back at the warm spring pools,img_20170327_150737731.jpg,0,US/Pacific,,f/2.0,0.0011 s  (1/917),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,293,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-27 15:07:37
39000,1,/srv/photo/pkeep_orig/0/0/39000.jpg,3000,1688,,f,,1798847,"and, here comes the sandstorm that will send us home a day early",img_20170327_190710986.jpg,0,US/Pacific,,f/2.0,0.017 s  (1/60),program (auto),f,ISO 64,jpeg q=95,average,Motorola XT1575,293,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-27 19:07:11
39019,1,/srv/photo/pkeep_orig/9/1/39019.jpg,3000,5333,,f,,5261898,the ghost of velocipedes past,img_20170331_125643892.jpg,0,US/Pacific,,f/2.0,0.0004 s  (1/2564),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,295,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-31 12:56:44
39028,1,/srv/photo/pkeep_orig/8/2/39028.jpg,3000,1688,,f,,1864998,"now on to Amargosa Opera House, at Death Valley Junction",img_20170331_160759254.jpg,0,US/Pacific,,f/2.0,0.0006 s  (1/1587),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,670,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-31 16:07:59
39030,1,/srv/photo/pkeep_orig/0/3/39030.jpg,3000,1688,,f,,1824650,"""Performance Tonight"" except not really",img_20170331_160852915.jpg,0,US/Pacific,,f/2.0,0.0047 s  (1/211),program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,670,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-31 16:08:53
39036,1,/srv/photo/pkeep_orig/6/3/39036.jpg,3000,1688,,f,,1337646,sun going down at the sand dunes,img_20170331_182123610.jpg,0,US/Pacific,,f/2.0,,program (auto),f,ISO 50,jpeg q=95,average,Motorola XT1575,70,4.7mm,,,,f,(c) (year) Mikey Dickerson,2017-03-31 18:21:24
